"id","classification","pseudo","#unique peptides","M1601","F38","ILRI181","Ckid","PG50","s_990145","s_95010","AAlength","start","stop","Frame","Begin","End","Length","length.AA"
"841","MCCP01v2_0844",3,"yes",NA,100,100,100,97.5,97.5,97.5,81.36,121,254300,254421,2,871121,871483,363,121
"842","MCCP01v2_0845",1,"no",NA,100,47.06,47.06,40,45,45,92.5,40,254421,254461,-1,871713,871832,120,40
"843","MCCP01v2_0846",2,"no",11,100,100,100,96.69,79.08,78.66,80.25,243,254461,254704,2,872630,873358,729,243
"844","MCCP01v2_0847",3,"no",13,100,100,100,98.79,84.27,84.27,83.53,249,254704,254953,1,873463,874209,747,249
"845","MCCP01v2_0848",2,"yes",NA,98.7,100,100,96.53,86.11,86.11,86.81,152,254953,255105,2,874202,874657,456,152
"846","MCCP01v2_0849",4,"yes",1,100,100,99.28,100,84.17,84.17,84.17,146,255105,255251,3,874614,875051,438,146
"847","MCCP01v2_0850",3,"no",14,99.81,100,99.62,98.68,95.48,95.48,94.55,532,255251,255783,2,875042,876637,1596,532
"848","MCCP01v2_0851",1,"no",NA,100,100,100,75.88,96.98,96.98,97,200,255783,255983,1,876736,877335,600,200
"849","MCCP01v2_0852",1,"no",NA,99.4,100,99.4,82.28,97.9,97.9,96.71,334,255983,256317,2,877337,878338,1002,334
"850","MCCP01v2_0853",3,"no",4,100,100,100,98.65,95.5,95.5,93.24,223,256317,256540,-1,878403,879071,669,223
"851","MCCP01v2_0854",3,"no",27,100,100,100,98.75,94.29,94.46,89.66,561,256540,257101,-2,879083,880765,1683,561
"852","MCCP01v2_0855",4,"no",31,99.77,100,100,99.31,97.94,97.94,87.9,438,257101,257539,1,880930,882243,1314,438
"853","MCCP01v2_0856",2,"yes",NA,99.18,100,99.17,96.69,89.36,89.36,75.41,122,257539,257661,-3,882286,882651,366,122
"854","MCCP01v2_0857",2,"yes",NA,99.78,99.59,97.97,96.34,33.98,33.98,65.61,465,257661,258126,-1,883044,884438,1395,465
"855","MCCP01v2_0858",3,"no",13,99.79,100,99.79,98.29,97.43,97.42,91.63,468,258126,258594,3,885105,886508,1404,468
"856","MCCP01v2_0859",3,"no",NA,100,100,99.54,97.27,97.27,97.27,78.38,221,258594,258815,1,886510,887172,663,221
"857","MCCP01v2_0860",4,"yes",NA,100,100,100,99.35,93.53,93.53,63.04,162,258815,258977,-2,887543,888028,486,162
"858","MCCP01v2_0861",1,"no",NA,98.82,100,100,70.36,86.89,86.89,51.2,254,258977,259231,-3,888289,889050,762,254
"859","MCCP01v2_0862",1,"yes",NA,98.55,100,100,35.29,100,100,69.09,69,259231,259300,-1,890073,890279,207,69
"860","MCCP01v2_0863",1,"yes",NA,100,100,100,33.9,89.87,88.61,54.43,81,259300,259381,-2,890351,890593,243,81
"861","MCCP01v2_0864",1,"yes",NA,100,46.15,36,36,83.33,83.33,47.37,43,259381,259424,-3,890803,890931,129,43
"862","MCCP01v2_0865",3,"no",3,100,100,99.45,97.81,50,50,95.11,184,259424,259608,-3,891238,891789,552,184
"863","MCCP01v2_0866",3,"no",19,100,100,100,98.84,33.33,33.33,85.61,433,259608,260041,-2,891812,893110,1299,433
"864","MCCP01v2_0867",4,"no",26,99.77,100,100,99.31,32.69,32.69,90.76,433,260041,260474,-1,893103,894401,1299,433
"865","MCCP01v2_0868",3,"no",9,99.63,100,100,96.99,96.99,96.99,86.89,267,260474,260741,-1,894687,895487,801,267
"866","MCCP01v2_0869",1,"yes",NA,100,100,100,86.55,75.83,76.67,37.98,124,260741,260865,1,895954,896325,372,124
"867","MCCP01v2_0870",1,"yes",NA,100,100,100,80.95,76.19,76.19,48.84,43,260865,260908,3,896475,896603,129,43
"868","MCCP01v2_0871",2,"yes",NA,100,100,100,93.78,42.45,49,44,230,260908,261138,3,896613,897302,690,230
"869","MCCP01v2_0872",2,"no",19,99.79,100,97.54,95.71,95.3,95.3,82.18,480,261138,261618,-3,897391,898830,1440,480
"870","MCCP01v2_0873",3,"no",NA,100,100,100,98.1,98.1,98.1,97.79,317,261618,261935,-1,898833,899783,951,317
"871","MCCP01v2_0874",4,"no",13,100,100,100,99.25,98.35,98.35,98.95,666,261935,262601,1,900070,902067,1998,666
"872","MCCP01v2_0875",4,"no",22,100,100,100,99.26,98.84,98.73,99.05,947,262601,263548,3,902076,904916,2841,947
"873","MCCP01v2_0876",2,"no",7,100,100,100,94.85,96.48,96.48,89.16,370,263548,263918,1,904909,906018,1110,370
"874","MCCP01v2_0877",4,"no",2,100,99.55,100,99.55,97.77,97.77,88,225,263918,264143,1,906046,906720,675,225
"875","MCCP01v2_0878",2,"yes",NA,100,100,100,93.6,78.32,78.32,77.62,155,264143,264298,3,906801,907265,465,155
"876","MCCP01v2_0879",3,"yes",NA,100,100,100,98.82,98.82,98.82,94.12,170,264298,264468,1,907234,907743,510,170
"877","MCCP01v2_0880",3,"no",NA,100,100,99.81,96.96,93.54,93.54,93.93,527,264468,264995,2,907754,909334,1581,527
"878","MCCP01v2_0881",3,"no",11,100,99.68,100,97.74,96.13,96.13,95.82,311,264995,265306,3,909318,910250,933,311
"879","MCCP01v2_0882",2,"no",5,100,100,99.79,95.8,96.64,96.64,84.91,477,265306,265783,2,910259,911689,1431,477
"880","MCCP01v2_0883",3,"no",NA,100,100,100,98.06,96.44,96.44,89.35,310,265783,266093,1,911701,912630,930,310
"881","MCCP01v2_0884",1,"yes",NA,98.82,100,99.4,82.05,57.97,82.69,73.08,170,266093,266263,-1,913281,913790,510,170
"882","MCCP01v2_0885",2,"yes",NA,98.82,100,100,92.94,92.94,92.94,78.31,86,266263,266349,-1,913812,914069,258,86
"883","MCCP01v2_0886",2,"no",NA,99.58,100,99.16,90.79,92.05,92.05,67.77,241,266349,266590,-1,914301,915023,723,241
"884","MCCP01v2_0887",3,"no",NA,100,99.64,99.64,97.65,67.25,67.25,68,283,266590,266873,-2,915293,916141,849,283
"885","MCCP01v2_0888",2,"yes",NA,98.53,97.01,95.52,92.54,89.55,88.06,86.76,68,266873,266941,-1,916131,916334,204,68
"886","MCCP01v2_0889",3,"yes",NA,100,100,100,98.46,93.85,93.85,96.92,75,266941,267016,-1,916488,916712,225,75
"887","MCCP01v2_0890",3,"no",NA,100,99.4,99.4,97.5,96.88,96.88,98.76,169,267016,267185,-1,916851,917357,507,169
"888","MCCP01v2_0891",1,"no",NA,68,68,68,68,68,68,72,46,267185,267231,-2,917411,917548,138,46
"889","MCCP01v2_0892",1,"yes",NA,100,100,100,81.25,93.71,93.71,93.06,145,267231,267376,-1,917700,918134,435,145
"890","MCCP01v2_0893",2,"yes",NA,100,100,99.42,90.13,93.67,93.67,95.39,174,267376,267550,-2,918218,918739,522,174
"891","MCCP01v2_0894",2,"yes",NA,100,35.14,35.14,91.89,94.59,94.59,35.14,47,267550,267597,2,919553,919693,141,47
"892","MCCP01v2_0895",1,"yes",NA,100,98.96,97.92,83.75,83.75,83.75,37.5,97,267597,267694,2,919733,920023,291,97
"893","MCCP01v2_0896",4,"yes",NA,100,100,100,100,100,100,41.46,56,267694,267750,3,920157,920324,168,56
"894","MCCP01v2_0897",3,"yes",NA,100,99.34,99.34,98.03,98.03,98.68,94.12,153,267750,267903,-3,920362,920820,459,153
"895","MCCP01v2_0898",3,"yes",NA,98.88,100,98.86,97.44,97.44,97.44,96.15,89,267903,267992,-1,920910,921176,267,89
"896","MCCP01v2_0899",4,"no",26,99.84,99.84,99.84,99.38,98.76,98.91,95.72,644,267992,268636,2,921368,923299,1932,644
"897","MCCP01v2_0900",2,"no",NA,100,100,100,96.25,96.95,96.95,76.9,294,268636,268930,-3,924100,924981,882,294
"898","MCCP01v2_0901",2,"no",NA,100,100,100,96.73,97.22,97.22,72.46,278,268930,269208,-2,924968,925801,834,278
"899","MCCP01v2_0902",2,"no",NA,100,100,100,96.22,94.83,94.83,77.21,452,269208,269660,-1,925788,927143,1356,452
"900","MCCP01v2_0903",4,"no",NA,100,100,99.57,100,97.44,97.44,99.57,235,269660,269895,-3,927121,927825,705,235
"901","MCCP01v2_0904",2,"no",NA,100,100,100,96.47,47.78,47.78,95.03,624,269895,270519,-2,927827,929698,1872,624
"902","MCCP01v2_0905",1,"no",NA,100,100,100,62.67,61.54,61.54,61.7,300,270519,270819,-3,929830,930729,900,300
"903","MCCP01v2_0906",1,"yes",NA,98.56,100,100,61,56.57,57.22,58.5,201,270819,271020,-1,930960,931562,603,201
"904","MCCP01v2_0907",1,"yes",NA,100,100,100,76.92,64.1,64.1,67.5,40,271020,271060,-3,931549,931668,120,40
"905","MCCP01v2_0908",1,"no",NA,99.53,99.53,99.53,76.89,74.07,74.07,68.06,216,271060,271276,-1,931863,932510,648,216
"906","MCCP01v2_0909",2,"yes",NA,99.78,100,100,95.1,94.88,94.88,85.5,450,271276,271726,-3,932530,933879,1350,450
"907","MCCP01v2_0910",3,"no",2,99.83,100,100,99.15,95.41,95.41,90.66,589,271726,272315,-3,934492,936258,1767,589
"908","MCCP01v2_0911",3,"no",NA,100,100,100,98.25,95.76,95.76,88.61,237,272315,272552,-2,936326,937036,711,237
"909","MCCP01v2_0912",3,"no",1,100,100,99.72,97.25,93.68,93.68,95.07,365,272552,272917,-1,937008,938102,1095,365
"910","MCCP01v2_0913",3,"no",NA,100,100,100,98.48,94.23,94.23,94.23,67,272917,272984,-2,938138,938338,201,67
"911","MCCP01v2_0914",4,"yes",NA,100,100,100,100,98.25,98.25,94.74,58,272984,273042,-2,938399,938572,174,58
"912","MCCP01v2_0915",2,"yes",NA,100,25.64,25.64,94.44,83.64,83.64,88.89,61,273042,273103,-3,938563,938745,183,61
"913","MCCP01v2_0916",2,"yes",NA,100,100,100,95.61,92.11,92.11,88.79,124,273103,273227,-2,938663,939034,372,124
"914","MCCP01v2_0917",2,"no",NA,99.03,99.51,99.02,96.46,92.42,92.72,87.94,207,273227,273434,-3,939034,939654,621,207
"915","MCCP01v2_0918",1,"no",NA,100,100,99.81,48.03,96.38,96.19,84.31,526,273434,273960,-2,939731,941308,1578,526
"916","MCCP01v2_0919",3,"no",NA,99.56,100,99.56,98.24,96.48,96.52,75.98,228,273960,274188,-2,941426,942109,684,228
"917","MCCP01v2_0920",3,"no",4,100,99.81,99.81,98.64,98.83,98.8,92.59,516,274188,274704,-1,942075,943622,1548,516
"918","MCCP01v2_0921",3,"yes",NA,99.73,99.73,99.18,97.29,94.58,94.58,81.89,370,274704,275074,-3,943681,944790,1110,370
"919","MCCP01v2_0922",2,"yes",NA,100,99.43,99.43,93.63,90.45,90.45,84.71,176,275074,275250,-1,945087,945614,528,176
"920","MCCP01v2_0923",3,"yes",NA,25.93,26.85,26.85,98.18,93.64,93.64,79.82,143,275250,275393,-2,945671,946099,429,143
"921","MCCP01v2_0924",2,"yes",NA,100,100,100,95.65,89.57,89.57,73.04,116,275393,275509,-3,945997,946344,348,116
"922","MCCP01v2_0925",2,"yes",NA,100,99.15,99.15,96.61,88.98,88.98,90.82,119,275509,275628,-2,946424,946780,357,119
"923","MCCP01v2_0926",1,"yes",NA,100,100,100,65.28,57.63,57.63,33.33,69,275628,275697,-1,946740,946946,207,69
"924","MCCP01v2_0927",1,"yes",4,99.25,100,99.24,23.75,96.99,96.99,87.31,134,275697,275831,-1,946950,947351,402,134
"925","MCCP01v2_0928",4,"no",6,100,100,100,99.58,98.95,98.95,81.72,476,275831,276307,-3,947758,949185,1428,476
"926","MCCP01v2_0929",2,"yes",NA,100,99.44,99.44,91.48,93.75,93.75,28,179,276307,276486,-1,950016,950552,537,179
"927","MCCP01v2_0930",2,"no",NA,100,100,100,94.41,94.41,94.41,55.41,150,276486,276636,-3,951382,951831,450,150
"928","MCCP01v2_0931",3,"no",19,99.69,99.69,99.69,97.85,95.4,95.4,90.21,327,276636,276963,-2,951890,952870,981,327
"929","MCCP01v2_0932",3,"no",1,100,100,100,98.77,100,100,97.56,82,276963,277045,3,953280,953525,246,82
"930","MCCP01v2_0933",4,"no",21,100,100,100,99.34,98.23,98.23,98.9,453,277045,277498,-2,953576,954934,1359,453
"931","MCCP01v2_0934",3,"no",5,100,100,98.65,98.65,94.59,94.59,94.67,75,277498,277573,1,955138,955362,225,75
"932","MCCP01v2_0935",4,"no",10,99.69,100,99.69,99.69,95.61,95.61,94.03,320,277573,277893,3,955473,956432,960,320
"933","MCCP01v2_0936",4,"no",2,100,100,100,99.47,96.94,96.94,89.07,379,277893,278272,2,956456,957592,1137,379
"934","MCCP01v2_0937",3,"no",10,99.64,100,100,98.92,93.19,92.83,92.5,280,278272,278552,2,957596,958435,840,280
"935","MCCP01v2_0938",3,"no",25,100,100,100,98.46,96.04,96.04,95.16,455,278552,279007,1,958444,959808,1365,455
"936","MCCP01v2_0939",1,"no",16,99.78,100,100,78.38,84.3,84.52,74.24,454,279007,279461,3,960078,961439,1362,454
"937","MCCP01v2_0940",2,"yes",NA,100,100,100,89.66,90.8,90.8,87.36,89,279461,279550,1,961453,961719,267,89
"938","MCCP01v2_0941",4,"yes",NA,100,100,98.75,100,99.38,99.38,97.53,162,279550,279712,3,961719,962204,486,162
"939","MCCP01v2_0942",3,"yes",NA,99.32,100,99.66,98.3,97.96,97.62,92.52,296,279712,280008,3,962208,963095,888,296
"940","MCCP01v2_0943",2,"yes",NA,100,100,100,96.35,94.89,94.89,88.83,412,280008,280420,3,963516,964751,1236,412
"941","MCCP01v2_0944",3,"yes",NA,99.84,100,99.67,97.37,92.94,92.94,96.07,610,280420,281030,-2,964964,966793,1830,610
"942","MCCP01v2_0945",3,"yes",NA,100,40.54,40.54,97.56,88.57,58.33,87.8,48,281030,281078,-1,966813,966956,144,48
"943","MCCP01v2_0949",3,"no",17,100,99.62,100,98.93,99.29,99.29,93.24,281,281198,281479,2,972605,973447,843,281
"944","MCCP01v2_0950",3,"no",9,99.03,100,99.01,99.02,99.02,99.02,94.17,103,281479,281582,1,973459,973767,309,103
"945","MCCP01v2_0951",3,"no",37,100,100,100,98.6,99.2,99.2,93.61,501,281582,282083,-2,973880,975382,1503,501
"946","MCCP01v2_0952",4,"no",18,100,100,99.69,99.35,97.22,97.22,90.76,325,282083,282408,-3,975385,976359,975,325
"947","MCCP01v2_0953",3,"no",5,100,100,100,98.08,94.23,93.27,82.52,105,282408,282513,-2,976361,976675,315,105
"948","MCCP01v2_0954",3,"no",29,100,100,100,98.82,93.84,93.84,90.07,423,282513,282936,-2,976781,978049,1269,423
"949","MCCP01v2_0955",3,"no",4,100,100,99.64,98.91,84.73,84.73,85.87,276,282936,283212,-3,978130,978957,828,276
"950","MCCP01v2_0957",3,"no",NA,99.49,100,98.96,97.94,84.46,83.94,84.62,195,283252,283447,-2,979025,979609,585,195
"951","MCCP01v2_0958",3,"no",3,100,100,100,98.96,78.13,78.13,76.29,97,283447,283544,-2,979628,979918,291,97
"952","MCCP01v2_0959",1,"yes",NA,100,100,100,85.45,45.83,45.83,39.13,134,283544,283678,2,980087,980488,402,134
"953","MCCP01v2_0960",2,"yes",NA,100,99.39,49.39,96.3,38.04,38.04,52.69,166,283678,283844,1,980581,981078,498,166
"954","MCCP01v2_0961",2,"yes",NA,100,100,98.72,95,40,40,57.69,86,283844,283930,3,981060,981317,258,86
"955","MCCP01v2_0962",2,"yes",NA,99.02,100,92.55,90.91,50,50,36.05,102,283930,284032,1,981256,981561,306,102
"956","MCCP01v2_0963",2,"yes",NA,99.63,99.62,99.25,91.57,32.77,32.77,43.36,268,284032,284300,2,981515,982318,804,268
"957","MCCP01v2_0964",3,"no",5,99.78,100,99.65,98.28,33.28,33.28,33.99,581,284300,284881,-1,982362,984104,1743,581
"958","MCCP01v2_0965",4,"no",3,99.33,100,100,99.31,93.29,93.29,92,150,284881,285031,3,984213,984662,450,150
"959","MCCP01v2_0966",3,"no",NA,99.86,100,100,97.7,88.21,88.21,72.33,697,285031,285728,1,984811,986901,2091,697
"960","MCCP01v2_0968",3,"no",NA,99.67,100,99.67,97.67,84.39,84.39,84.77,302,285768,286070,1,987637,988542,906,302
"961","MCCP01v2_0969",2,"no",NA,98.59,100,100,92.86,88.96,88.96,88.39,150,286070,286220,3,988596,989045,450,150
"962","MCCP01v2_0970",3,"no",12,100,100,100,99.08,95.85,95.85,95.41,218,286220,286438,-2,989093,989746,654,218
"963","MCCP01v2_0971",3,"no",6,100,100,99.69,98.47,84.66,84.97,82.87,327,286438,286765,-1,989979,990959,981,327
"964","MCCP01v2_0972",3,"yes",NA,100,100,97.85,98.89,97.78,97.78,98.89,94,286765,286859,2,991112,991393,282,94
"965","MCCP01v2_0973",1,"yes",NA,96.08,29.73,29.73,78.72,78.72,78.72,78.72,51,286859,286910,3,991359,991511,153,51
"966","MCCP01v2_0974",2,"yes",NA,99.12,100,98.21,95.37,92.59,92.59,94.5,114,286910,287024,1,991471,991812,342,114
"967","MCCP01v2_0975",3,"no",4,99.36,100,99.68,97.11,93.25,92.93,93.91,312,287024,287336,3,991812,992747,936,312
"968","MCCP01v2_0976",3,"no",9,99.23,99.85,99.38,98.45,93.81,93.81,94.44,648,287336,287984,3,992844,994787,1944,648
"969","MCCP01v2_0977",2,"no",NA,99.48,99.47,99.35,93.72,81.71,83.25,40.11,192,287984,288176,2,995426,996001,576,192
"970","MCCP01v2_0978",3,"no",NA,99.49,99.48,98.9,98.97,98.94,50,64.29,196,288176,288372,1,996169,996756,588,196
"971","MCCP01v2_0979",4,"no",NA,100,100,100,99.36,96.34,96.34,96.51,630,288372,289002,-3,997105,998994,1890,630
"972","MCCP01v2_0980",3,"no",11,99.81,100,100,97.7,93.65,93.65,91.22,523,289002,289525,-1,999138,1000706,1569,523
"973","MCCP01v2_0981",3,"no",17,99.78,100,99.55,99.11,87.47,87.47,87.95,448,289525,289973,-1,1000728,1002071,1344,448
"974","MCCP01v2_0982",3,"no",NA,100,100,100,98.8,96.39,96.39,94.61,167,289973,290140,1,1002292,1002792,501,167
"975","MCCP01v2_0983",2,"yes",NA,100,100,100,96.06,42.62,44.26,50.5,204,290140,290344,-2,1003025,1003636,612,204
"976","MCCP01v2_0984",2,"yes",NA,35.48,98.88,98.88,89.89,33.75,33.75,47.19,90,290344,290434,-3,1003996,1004265,270,90
"977","MCCP01v2_0985",2,"yes",NA,99.61,100,99.61,93.73,42.86,42.86,52.55,256,290434,290690,-3,1004515,1005282,768,256
"978","MCCP01v2_0986",2,"yes",NA,100,29.79,99.06,90.72,26.83,26.83,51.11,108,290690,290798,-2,1005329,1005652,324,108
"979","MCCP01v2_0987",2,"yes",NA,100,99.72,99.28,93.26,43.59,41.03,53.78,374,290798,291172,-3,1006435,1007556,1122,374
"980","MCCP01v2_0988",2,"yes",NA,100,100,100,92.65,61.82,60,56.72,69,291172,291241,-3,1007803,1008009,207,69
"981","MCCP01v2_0989",2,"yes",NA,99.62,100,99.58,92.24,50,42.86,43.82,261,291241,291502,-1,1008216,1008998,783,261
"982","MCCP01v2_0990",2,"yes",1,42.86,100,100,93.33,42.86,42.86,47.83,54,291502,291556,-3,1008979,1009140,162,54
"983","MCCP01v2_0991",2,"yes",NA,100,100,99.39,95.78,30.23,30.23,64.63,173,291556,291729,-3,1009552,1010070,519,173
"984","MCCP01v2_0992",1,"yes",NA,98.81,98.8,98.8,86.75,39.02,39.02,51.19,84,291729,291813,-1,1010076,1010327,252,84
"985","MCCP01v2_0993",2,"yes",NA,99.47,100,99.59,93.17,40,40,48.57,246,291813,292059,-1,1010655,1011392,738,246
"986","MCCP01v2_0994",2,"yes",NA,99.22,99.21,99.21,90.4,35.48,40.74,73.39,129,292059,292188,-2,1011926,1012312,387,129
"987","MCCP01v2_0995",3,"yes",NA,100,99.14,99.14,97.44,26.97,26.97,55.08,118,292188,292306,-2,1012715,1013068,354,118
"988","MCCP01v2_0996",2,"yes",NA,100,99.37,99.37,95.6,29.8,29.8,46.91,160,292306,292466,-3,1013101,1013580,480,160
"989","MCCP01v2_0997",3,"no",4,99.58,100,100,99.16,83.05,83.05,84.32,239,292466,292705,-1,1013718,1014434,717,239
"990","MCCP01v2_0998",3,"yes",NA,100,98.31,98.31,98.31,83.05,83.05,83.33,60,292705,292765,-2,1014434,1014613,180,60
"991","MCCP01v2_0999",2,"yes",1,100,100,100,95.35,90.7,90.7,89.29,88,292765,292853,-3,1014967,1015230,264,88
"992","MCCP01v2_1000",4,"no",7,100,99.75,99.75,99.23,97.98,97.98,95.89,397,292853,293250,-1,1015320,1016510,1191,397
"993","MCCP01v2_1001",4,"no",4,100,100,100,100,91.74,91.74,91.82,110,293250,293360,-2,1016528,1016857,330,110
"994","MCCP01v2_1002",2,"no",NA,100,45.83,45.83,95.45,95.45,95.45,93.33,45,293360,293405,-2,1016864,1016998,135,45
